Date,Price,Open,High,Low,Change
2000-06-30,0.9526,0.9508,0.9603,0.9502,0.0006
2000-07-03,0.9504,0.9524,0.9547,0.948,-0.0023
2000-07-04,0.9509,0.9506,0.9523,0.9465,0.0005
2000-07-05,0.9531,0.9516,0.9573,0.9507,0.0023
2000-07-06,0.9507,0.9531,0.9599,0.9495,-0.0025
2000-07-07,0.9484,0.9508,0.9528,0.946,-0.0024
2000-07-10,0.9553,0.9482,0.9556,0.9474,0.0073
2000-07-11,0.9524,0.955,0.9567,0.949,-0.003
2000-07-12,0.9423,0.9519,0.9528,0.9391,-0.0106
2000-07-13,0.9372,0.9414,0.9426,0.9322,-0.0054
2000-07-14,0.9383,0.9368,0.9391,0.9315,0.0012
2000-07-17,0.9366,0.9382,0.9401,0.9338,-0.0018
2000-07-18,0.9243,0.9366,0.9367,0.9227,-0.0131
2000-07-19,0.9244,0.9249,0.9263,0.919,0.0001
2000-07-20,0.933,0.9247,0.9345,0.92,0.0093
2000-07-21,0.937,0.9331,0.9381,0.9312,0.0043
2000-07-24,0.9338,0.9363,0.9377,0.9309,-0.0034
2000-07-25,0.9384,0.9334,0.9431,0.9316,0.0049
2000-07-26,0.9433,0.9382,0.945,0.9379,0.0052
2000-07-27,0.9319,0.9435,0.9444,0.9316,-0.0121
2000-07-28,0.9234,0.9318,0.9338,0.9223,-0.0091
2000-07-31,0.9263,0.9239,0.9297,0.9221,0.0031
2000-08-01,0.9142,0.9265,0.9294,0.913,-0.0131
2000-08-02,0.9133,0.9145,0.9193,0.9113,-0.001
2000-08-03,0.9068,0.9138,0.9179,0.8994,-0.0071
2000-08-04,0.9081,0.9064,0.9103,0.9012,0.0014
2000-08-07,0.9076,0.9073,0.9115,0.9053,-0.0006
2000-08-08,0.9021,0.9074,0.9086,0.8983,-0.0061
2000-08-09,0.9014,0.9022,0.9034,0.8961,-0.0008
2000-08-10,0.908,0.9012,0.91,0.9003,0.0073
2000-08-11,0.9025,0.9082,0.9146,0.9025,-0.0061
2000-08-14,0.9057,0.9038,0.9068,0.8997,0.0035
2000-08-15,0.9127,0.906,0.9142,0.9056,0.0077
2000-08-16,0.9161,0.9128,0.918,0.9063,0.0037
2000-08-17,0.9164,0.9162,0.9175,0.9114,0.0003
2000-08-18,0.9065,0.9163,0.9187,0.9057,-0.0108
2000-08-21,0.9021,0.9072,0.9078,0.9007,-0.0049
2000-08-22,0.8971,0.9022,0.9036,0.8942,-0.0055
2000-08-23,0.9012,0.8973,0.902,0.8908,0.0046
2000-08-24,0.9022,0.9024,0.9057,0.8995,0.0011
2000-08-25,0.9022,0.9019,0.9074,0.8974,0
2000-08-28,0.9,0.9024,0.9045,0.8984,-0.0024
2000-08-29,0.8924,0.8996,0.9024,0.8906,-0.0084
2000-08-30,0.8945,0.8923,0.8949,0.8867,0.0024
2000-08-31,0.8888,0.8949,0.8974,0.8839,-0.0064
2000-09-01,0.8998,0.8887,0.9019,0.8875,0.0124
2000-09-04,0.8978,0.8998,0.9041,0.8964,-0.0022
2000-09-05,0.89,0.8979,0.8993,0.885,-0.0087
2000-09-06,0.8699,0.89,0.8901,0.8685,-0.0226
2000-09-07,0.8721,0.8718,0.8768,0.8633,0.0025
2000-09-08,0.8662,0.8722,0.8751,0.8636,-0.0068
2000-09-11,0.8581,0.8643,0.8725,0.8565,-0.0094
2000-09-12,0.8637,0.8586,0.8691,0.855,0.0065
2000-09-13,0.8596,0.8637,0.8705,0.8582,-0.0047
2000-09-14,0.8645,0.8602,0.8741,0.8568,0.0057
2000-09-15,0.8536,0.8646,0.8702,0.8528,-0.0126
2000-09-18,0.8536,0.8532,0.8577,0.8512,0
2000-09-19,0.8513,0.8547,0.8567,0.8477,-0.0027
2000-09-20,0.8493,0.8513,0.852,0.8439,-0.0023
2000-09-21,0.8617,0.8493,0.8618,0.8458,0.0146
2000-09-22,0.8761,0.8609,0.9025,0.8571,0.0167
2000-09-25,0.8745,0.8799,0.8832,0.8712,-0.0018
2000-09-26,0.8828,0.8746,0.884,0.8726,0.0095
2000-09-27,0.8833,0.8831,0.8887,0.8782,0.0006
2000-09-28,0.8794,0.8834,0.8867,0.8768,-0.0044
2000-09-29,0.8839,0.8793,0.8853,0.8747,0.0051
2000-10-02,0.8774,0.8843,0.8861,0.8761,-0.0074
2000-10-03,0.8756,0.8775,0.879,0.8727,-0.0021
2000-10-04,0.8752,0.876,0.8781,0.8717,-0.0005
2000-10-05,0.869,0.8747,0.879,0.8679,-0.0071
2000-10-06,0.8685,0.8694,0.8744,0.8662,-0.0006
2000-10-09,0.8683,0.8693,0.8715,0.8662,-0.0002
2000-10-10,0.8717,0.8683,0.8746,0.8659,0.0039
2000-10-11,0.8659,0.8719,0.8768,0.8655,-0.0067
2000-10-12,0.8625,0.8654,0.8683,0.8613,-0.0039
2000-10-13,0.8563,0.8629,0.8663,0.853,-0.0072
2000-10-16,0.85,0.8547,0.8558,0.8458,-0.0074
2000-10-17,0.8542,0.8503,0.8562,0.8473,0.0049
2000-10-18,0.8392,0.8542,0.8579,0.8327,-0.0176
2000-10-19,0.8434,0.8387,0.8455,0.838,0.005
2000-10-20,0.8421,0.843,0.8482,0.835,-0.0015
2000-10-23,0.8356,0.8415,0.8427,0.8347,-0.0077
2000-10-24,0.8359,0.8354,0.8407,0.8344,0.0004
2000-10-25,0.8273,0.836,0.8389,0.8246,-0.0103
2000-10-26,0.8303,0.8268,0.8326,0.8227,0.0036
2000-10-27,0.8396,0.8309,0.8443,0.8285,0.0112
2000-10-30,0.8401,0.8411,0.8532,0.8389,0.0006
2000-10-31,0.8493,0.8407,0.8501,0.838,0.011
2000-11-01,0.8616,0.8488,0.8619,0.8468,0.0145
2000-11-02,0.8597,0.8618,0.8671,0.8554,-0.0022
2000-11-03,0.8667,0.8585,0.88,0.8574,0.0081
2000-11-06,0.8614,0.8669,0.8733,0.8557,-0.0061
2000-11-07,0.8605,0.8617,0.867,0.8577,-0.001
2000-11-08,0.8558,0.8602,0.8692,0.8516,-0.0055
2000-11-09,0.8663,0.8559,0.8675,0.8518,0.0123
2000-11-10,0.8604,0.8666,0.8708,0.8592,-0.0068
2000-11-13,0.8596,0.8622,0.8667,0.858,-0.0009
2000-11-14,0.8581,0.8562,0.8618,0.8549,-0.0017
2000-11-15,0.8574,0.8578,0.8637,0.8554,-0.0008
2000-11-16,0.8521,0.8576,0.8601,0.8515,-0.0062
2000-11-17,0.8489,0.8532,0.8579,0.8474,-0.0038
2000-11-20,0.8513,0.8495,0.8524,0.8461,0.0028
2000-11-21,0.8434,0.8515,0.8535,0.8415,-0.0093
2000-11-22,0.8443,0.8434,0.8489,0.8412,0.0011
2000-11-23,0.8383,0.8452,0.8459,0.8374,-0.0071
2000-11-24,0.8386,0.839,0.8458,0.8375,0.0004
2000-11-27,0.8516,0.8392,0.8529,0.8384,0.0155
2000-11-28,0.8568,0.8521,0.8582,0.8503,0.0061
2000-11-29,0.8578,0.8563,0.8661,0.8555,0.0012
2000-11-30,0.8724,0.8574,0.8736,0.8566,0.017
2000-12-01,0.8787,0.8725,0.8797,0.8701,0.0072
2000-12-04,0.8894,0.8788,0.8936,0.8757,0.0122
2000-12-05,0.8799,0.8882,0.891,0.8783,-0.0107
2000-12-06,0.8915,0.8798,0.8922,0.877,0.0132
2000-12-07,0.8896,0.8921,0.8978,0.8854,-0.0021
2000-12-08,0.8863,0.8903,0.8919,0.8808,-0.0037
2000-12-11,0.8761,0.8825,0.8866,0.875,-0.0115
2000-12-12,0.8791,0.8777,0.8841,0.8751,0.0034
2000-12-13,0.877,0.8793,0.882,0.8715,-0.0024
2000-12-14,0.8907,0.8769,0.8918,0.8756,0.0156
2000-12-15,0.8956,0.8932,0.9003,0.8903,0.0055
2000-12-18,0.8938,0.8944,0.9021,0.8923,-0.002
2000-12-19,0.8945,0.8947,0.8971,0.8881,0.0008
2000-12-20,0.9097,0.8953,0.9102,0.8947,0.017
2000-12-21,0.9163,0.9093,0.9175,0.9057,0.0073
2000-12-22,0.9244,0.9166,0.9265,0.9145,0.0088
2000-12-25,0.9253,0.9236,0.9279,0.9196,0.001
2000-12-26,0.9311,0.9262,0.9326,0.9236,0.0063
2000-12-27,0.9306,0.9306,0.9344,0.9271,-0.0005
2000-12-28,0.9296,0.9306,0.9319,0.9244,-0.0011
2000-12-29,0.9424,0.9294,0.9427,0.9277,0.0138
2001-01-01,0.9407,0.9422,0.9429,0.939,-0.0018
2001-01-02,0.9498,0.9425,0.9514,0.9363,0.0097
2001-01-03,0.9283,0.9508,0.9572,0.9274,-0.0226
2001-01-04,0.9493,0.9275,0.9523,0.9264,0.0226
2001-01-05,0.958,0.9499,0.9597,0.9465,0.0092
2001-01-08,0.9478,0.9576,0.9594,0.9465,-0.0106
2001-01-09,0.9456,0.9471,0.948,0.9381,-0.0023
2001-01-10,0.9367,0.9442,0.9468,0.9364,-0.0094
2001-01-11,0.9531,0.9364,0.9554,0.9364,0.0175
2001-01-12,0.952,0.9527,0.9584,0.9469,-0.0012
2001-01-15,0.9425,0.9519,0.9532,0.9409,-0.01
2001-01-16,0.9416,0.9422,0.9442,0.9371,-0.001
2001-01-17,0.9355,0.9425,0.9449,0.9289,-0.0065
2001-01-18,0.9444,0.9358,0.9468,0.9354,0.0095
2001-01-19,0.934,0.9427,0.9507,0.9339,-0.011
2001-01-22,0.9395,0.9341,0.9405,0.927,0.0059
2001-01-23,0.9379,0.9387,0.9453,0.9371,-0.0017
2001-01-24,0.9214,0.9374,0.9375,0.9213,-0.0176
2001-01-25,0.9245,0.9218,0.9254,0.9113,0.0034
2001-01-26,0.9242,0.924,0.9321,0.9198,-0.0003
2001-01-29,0.9165,0.9246,0.9264,0.9159,-0.0083
2001-01-30,0.9267,0.9173,0.9281,0.9144,0.0111
2001-01-31,0.9365,0.9263,0.9373,0.9252,0.0106
2001-02-01,0.9391,0.9374,0.9448,0.9359,0.0028
2001-02-02,0.9364,0.9385,0.9423,0.9318,-0.0029
2001-02-05,0.9384,0.9346,0.9446,0.9343,0.0021
2001-02-06,0.9309,0.9378,0.9389,0.9281,-0.008
2001-02-07,0.9282,0.9315,0.9356,0.9257,-0.0029
2001-02-08,0.9188,0.9284,0.93,0.9147,-0.0101
2001-02-09,0.9247,0.9179,0.9278,0.9125,0.0064
2001-02-12,0.9314,0.9254,0.9334,0.9248,0.0072
2001-02-13,0.9209,0.9318,0.9334,0.9171,-0.0113
2001-02-14,0.9183,0.9196,0.9223,0.9164,-0.0028
2001-02-15,0.9047,0.9183,0.9199,0.9026,-0.0148
2001-02-16,0.9131,0.9052,0.9181,0.9047,0.0093
2001-02-19,0.922,0.9133,0.9238,0.9121,0.0097
2001-02-20,0.9123,0.9214,0.9242,0.9049,-0.0105
2001-02-21,0.9096,0.9123,0.9184,0.9058,-0.003
2001-02-22,0.9052,0.9092,0.9133,0.9016,-0.0048
2001-02-23,0.9176,0.9047,0.9214,0.9027,0.0137
2001-02-26,0.9118,0.9174,0.919,0.908,-0.0063
2001-02-27,0.9178,0.9109,0.9215,0.9083,0.0066
2001-02-28,0.9234,0.9187,0.9259,0.9161,0.0061
2001-03-01,0.9298,0.9239,0.9325,0.9224,0.0069
2001-03-02,0.9347,0.9299,0.9383,0.9285,0.0053
2001-03-05,0.9296,0.9365,0.9367,0.9281,-0.0055
2001-03-06,0.9344,0.9289,0.9354,0.9252,0.0052
2001-03-07,0.9296,0.9344,0.9373,0.9264,-0.0051
2001-03-08,0.9324,0.9297,0.9343,0.9267,0.003
2001-03-09,0.9329,0.9325,0.9377,0.929,0.0005
2001-03-12,0.9287,0.9326,0.9345,0.9258,-0.0045
2001-03-13,0.9147,0.9286,0.9304,0.9127,-0.0151
2001-03-14,0.9109,0.9155,0.9218,0.9078,-0.0042
2001-03-15,0.8984,0.912,0.9133,0.8953,-0.0137
2001-03-16,0.8976,0.8973,0.9006,0.8915,-0.0009
2001-03-19,0.899,0.8975,0.9021,0.8932,0.0016
2001-03-20,0.9096,0.8995,0.9101,0.8987,0.0118
2001-03-21,0.8962,0.9093,0.9128,0.8931,-0.0147
2001-03-22,0.8883,0.8961,0.8968,0.883,-0.0088
2001-03-23,0.89,0.8891,0.8969,0.8852,0.0019
2001-03-26,0.896,0.8911,0.8977,0.8884,0.0067
2001-03-27,0.8932,0.8958,0.8993,0.8898,-0.0031
2001-03-28,0.8858,0.8935,0.8948,0.8845,-0.0083
2001-03-29,0.8827,0.8859,0.8887,0.8796,-0.0035
2001-03-30,0.8778,0.8836,0.8879,0.8752,-0.0056
2001-04-02,0.8798,0.8745,0.8839,0.8744,0.0023
2001-04-03,0.8981,0.8797,0.8999,0.8792,0.0208
2001-04-04,0.9013,0.8976,0.9052,0.8934,0.0036
2001-04-05,0.8967,0.9012,0.9094,0.8936,-0.0051
2001-04-06,0.9042,0.8969,0.9054,0.8924,0.0084
2001-04-09,0.897,0.9028,0.9049,0.8962,-0.008
2001-04-10,0.8889,0.897,0.8997,0.8869,-0.009
2001-04-11,0.8883,0.8891,0.892,0.8808,-0.0007
2001-04-12,0.8926,0.888,0.8945,0.8835,0.0048
2001-04-13,0.8882,0.8928,0.8935,0.8878,-0.0049
2001-04-16,0.8888,0.8887,0.8906,0.8827,0.0007
2001-04-17,0.8839,0.8884,0.8912,0.8776,-0.0055
2001-04-18,0.8822,0.8834,0.8902,0.8696,-0.0019
2001-04-19,0.898,0.8838,0.899,0.8806,0.0179
2001-04-20,0.9022,0.8976,0.9049,0.8947,0.0047
2001-04-23,0.8964,0.9018,0.9084,0.8942,-0.0064
2001-04-24,0.8942,0.8963,0.9022,0.8931,-0.0025
2001-04-25,0.8976,0.8948,0.9004,0.8906,0.0038
2001-04-26,0.9032,0.8977,0.9046,0.8947,0.0062
2001-04-27,0.8922,0.9036,0.9057,0.8886,-0.0122
2001-04-30,0.8881,0.8916,0.8925,0.885,-0.0046
2001-05-01,0.893,0.889,0.8943,0.8856,0.0055
2001-05-02,0.8939,0.8937,0.8954,0.8884,0.001
2001-05-03,0.8897,0.8939,0.898,0.8881,-0.0047
2001-05-04,0.8927,0.8896,0.901,0.8894,0.0034
2001-05-07,0.8901,0.8927,0.8935,0.8896,-0.0029
2001-05-08,0.8853,0.8905,0.8914,0.8823,-0.0054
2001-05-09,0.886,0.8854,0.8864,0.881,0.0008
2001-05-10,0.8815,0.8864,0.8923,0.8779,-0.0051
2001-05-11,0.8753,0.8816,0.8827,0.8733,-0.007
2001-05-14,0.8743,0.8757,0.8761,0.8723,-0.0011
2001-05-15,0.8782,0.874,0.8803,0.873,0.0045
2001-05-16,0.8834,0.8784,0.8869,0.8743,0.0059
2001-05-17,0.8827,0.8834,0.8883,0.8792,-0.0008
2001-05-18,0.8814,0.8829,0.883,0.8753,-0.0015
2001-05-21,0.8767,0.88,0.882,0.874,-0.0053
2001-05-22,0.865,0.8769,0.8777,0.8627,-0.0133
2001-05-23,0.8565,0.8658,0.8664,0.8547,-0.0098
2001-05-24,0.8569,0.8557,0.8615,0.85,0.0005
2001-05-25,0.8612,0.8572,0.8631,0.8538,0.005
2001-05-28,0.8602,0.8602,0.861,0.8576,-0.0012
2001-05-29,0.8558,0.8601,0.8615,0.8528,-0.0051
2001-05-30,0.8568,0.8559,0.8595,0.8535,0.0012
2001-05-31,0.8459,0.8558,0.8569,0.844,-0.0127
2001-06-01,0.8477,0.8448,0.8502,0.843,0.0021
2001-06-04,0.8465,0.8462,0.854,0.8437,-0.0014
2001-06-05,0.8541,0.846,0.8553,0.8419,0.009
2001-06-06,0.8478,0.8543,0.8572,0.8444,-0.0074
2001-06-07,0.8506,0.8468,0.8518,0.8455,0.0033
2001-06-08,0.8508,0.8518,0.852,0.8457,0.0002
2001-06-11,0.8432,0.8497,0.8542,0.841,-0.0089
2001-06-12,0.8532,0.8436,0.8541,0.8414,0.0119
2001-06-13,0.8548,0.853,0.857,0.8508,0.0019
2001-06-14,0.8623,0.8556,0.8637,0.8486,0.0088
2001-06-15,0.8615,0.8628,0.8677,0.8601,-0.0009
2001-06-18,0.8608,0.8632,0.8647,0.8573,-0.0008
2001-06-19,0.8539,0.8608,0.861,0.8526,-0.008
2001-06-20,0.8547,0.8538,0.8558,0.8494,0.0009
2001-06-21,0.8543,0.8556,0.8593,0.8513,-0.0005
2001-06-22,0.8573,0.8542,0.8578,0.8504,0.0035
2001-06-25,0.8588,0.8568,0.8628,0.8562,0.0017
2001-06-26,0.8638,0.8591,0.8653,0.8584,0.0058
2001-06-27,0.8592,0.864,0.8662,0.8587,-0.0053
2001-06-28,0.8438,0.8587,0.8615,0.843,-0.0179
2001-06-29,0.85,0.8441,0.8503,0.843,0.0073
2001-07-02,0.8484,0.8506,0.8506,0.8436,-0.0019
2001-07-03,0.8486,0.8481,0.8509,0.8451,0.0002
2001-07-04,0.8467,0.848,0.8504,0.8428,-0.0022
2001-07-05,0.838,0.8463,0.8481,0.8357,-0.0103
2001-07-06,0.8475,0.8371,0.8481,0.8347,0.0113
2001-07-09,0.8511,0.8469,0.8527,0.8442,0.0042
2001-07-10,0.8548,0.8501,0.8578,0.8484,0.0043
2001-07-11,0.8598,0.8551,0.8646,0.8532,0.0058
2001-07-12,0.8534,0.8587,0.8587,0.8504,-0.0074
2001-07-13,0.8549,0.8538,0.8563,0.8508,0.0018
2001-07-16,0.853,0.8541,0.8616,0.8526,-0.0022
2001-07-17,0.8599,0.8527,0.861,0.8488,0.0081
2001-07-18,0.8737,0.8597,0.8744,0.8565,0.016
2001-07-19,0.8711,0.8742,0.8791,0.8673,-0.003
2001-07-20,0.8711,0.8719,0.8788,0.8698,0
2001-07-23,0.8691,0.8705,0.8722,0.8649,-0.0023
2001-07-24,0.8737,0.8692,0.8774,0.8681,0.0053
2001-07-25,0.8808,0.8734,0.8814,0.8714,0.0081
2001-07-26,0.8781,0.8804,0.8824,0.8745,-0.0031
2001-07-27,0.8777,0.8777,0.881,0.8723,-0.0005
2001-07-30,0.8745,0.8761,0.8776,0.872,-0.0036
2001-07-31,0.8762,0.8741,0.8781,0.872,0.0019
2001-08-01,0.8811,0.8763,0.8833,0.8754,0.0056
2001-08-02,0.884,0.8815,0.8847,0.8784,0.0033
2001-08-03,0.8844,0.8834,0.8878,0.8774,0.0005
2001-08-06,0.8819,0.8832,0.8832,0.8784,-0.0028
2001-08-07,0.8776,0.8814,0.8816,0.8746,-0.0049
2001-08-08,0.8804,0.8779,0.8811,0.8736,0.0032
2001-08-09,0.8924,0.8809,0.8943,0.88,0.0136
2001-08-10,0.8933,0.8922,0.8962,0.891,0.001
2001-08-13,0.8964,0.8933,0.9011,0.8921,0.0035
2001-08-14,0.9032,0.897,0.9038,0.8933,0.0076
2001-08-15,0.9142,0.9025,0.9153,0.9016,0.0122
2001-08-16,0.9121,0.9138,0.9204,0.9092,-0.0023
2001-08-17,0.9182,0.9116,0.9185,0.9095,0.0067
2001-08-20,0.9147,0.9178,0.9204,0.9108,-0.0038
2001-08-21,0.9178,0.9142,0.9185,0.9076,0.0034
2001-08-22,0.9146,0.9182,0.9242,0.9135,-0.0035
2001-08-23,0.9153,0.9125,0.9169,0.9098,0.0008
2001-08-24,0.915,0.9147,0.9166,0.9073,-0.0003
2001-08-27,0.9114,0.9133,0.9146,0.9083,-0.0039
2001-08-28,0.9126,0.9114,0.913,0.9026,0.0013
2001-08-29,0.9093,0.9129,0.915,0.9082,-0.0036
2001-08-30,0.9165,0.9088,0.9185,0.9058,0.0079
2001-08-31,0.9124,0.9163,0.92,0.9061,-0.0045
